商品ID,标题,价格,参数信息,评论数,好评度,热点评论词
62400852421,华为 HUAWEI 畅享10 手机 极点全面屏4800万超清夜景4000mAh大电池 相思红 (4G+128G),1499,"华为 HUAWEI 畅享10 手机 极点全面屏4800万超清夜景4000mAh大电池 相思红 (4G+128G),62400852421,200.00g,其他,6GB,其它存储,支持MicroSD(TF),后置双摄,4800万像素,800万像素,后置双摄,6.39英寸,全高清FHD+,其他,4000(典型值),12V/2A；10V/2A；5V/8.8A；5V/1A；5V/1.5A；5V/2A；5V/3A；5V/4A；5V/4.5A；9V/2A,渐变色,Android(安卓),其他,其他",30,100,nan
61130414004,华为 HUAWEI 畅享10 手机 极点全面屏4800万超清夜景4000mAh大电池 相思红 4GB+128GB,1499,"华为 HUAWEI 畅享10 手机 极点全面屏4800万超清夜景4000mAh大电池 相思红 4GB+128GB,61130414004,395.00g,中国大陆,其他,4GB,64GB,支持MicroSD(TF),后置双摄,4800万像素,800万像素,6.39英寸,其它分辨率,其它屏幕比例,极点屏,4000(典型值),12V/2A；10V/2A；5V/8.8A；5V/1A；5V/1.5A；5V/2A；5V/3A；5V/4A；5V/4.5A；9V/2A,其他,Android(安卓),其他,VOLTE 4G通话",70,100,"声音洪亮,待机给力,"
45491496080,华为（HUAWEI）nova4e 手机 雀翎蓝 全网通6G+128G,1499,"华为（HUAWEI）nova4e,45491496080,350.00g,其它存储,其它存储卡,2400万像素,3200万像素,其他,3340mAh（典型值）,9V/2A,其他",30,100,nan
34671179520,华为（HUAWEI） 畅享9 Plus 手机 赠送一年原厂屏碎屏险、咨询下单送好礼。 极光紫 全网通4GB+128GB,1499,"华为（HUAWEI） 畅享9 Plus 手机 赠送一年原厂屏碎屏险、咨询下单送好礼。 极光紫 全网通4GB+128GB,34671179520,0.8kg,6.5英寸,4000mAh(典型值）,其他,紫色",80,96,nan
33587929906,华为（HUAWEI） nova3e手机 全面屏 幻夜黑 全网通版(4GB+128GB),1499,"华为（HUAWEI） nova3e手机 全面屏 幻夜黑 全网通版(4GB+128GB),33587929906,500.00g,其他,其它存储,其它存储卡,后置单摄,200万像素,2400万像素,5.84英寸,标清SD,其它屏幕比例,其他,3000mAh（典型值）,9V/2A,其他,Android(安卓)",7,100,nan
54643405693,华为（HUAWEI） 荣耀play 全面屏游戏手机 极光蓝 全网通4G(6GB+128GB),1528,"华为（HUAWEI）荣耀PLAY,54643405693,0.6kg,6GB,64GB,支持MicroSD(TF),1600万像素,1600万像素,其他,3750mAh（典型值）,9V/2A,蓝色",20,100,nan
53143335201,荣耀9X手机【送碎屏险20天价保】 魅海蓝 全网通 6GB+128GB,1529,"华为（HUAWEI）荣耀9X,53143335201,500.00g,6GB,其它存储,其它存储卡,4800万像素,1600万像素,弹出式摄像头,以官网信息为准,其他,蓝色",7400,98,"完美运行,漂亮大方,清晰度高,待机给力,丝滑柔顺,拍摄功能强,解锁迅速,做工精湛,通话质量佳,内存充足,"
56226875800,华为畅享10 Plus 畅享10plus手机 天空之境 全网通6+128GB,1539,"华为（HUAWEI）华为 畅享10Plus,56226875800,500.00g,6GB,128GB,支持MicroSD(TF),4800万像素,1600万像素,微距，后置三摄,弹出式摄像头，超高屏占比(>90%)的未开孔屏幕,4000,5V/2A,蓝色",1400,96,"完美运行,清晰度高,颜色绚丽,操作简便,待机给力,"
55808351851,华为（HUAWEI）荣耀20S 全网通移动联通电信4G 麒麟810全面屏智能手机4800万超广角AI 蝶羽黑 (6G RAM+128G ROM),1539,"华为（HUAWEI）荣耀20S,55808351851,440.00g,6GB,其它存储,不支持存储卡,4800万像素,3200万像素,后置三摄，光学变焦，光学防抖,魅眼屏,3750mAh（典型值）,10V/2A,黑色,高倍率变焦，人脸识别，快速充电，超高屏占比,≥90%,20-26W",60,100,nan
33074049519,华为（HUAWEI） 荣耀8X 全面屏全网通双卡大屏手机 幻夜黑 6GB+128GB(全网通),1549,"华为（HUAWEI） 荣耀8X 全面屏全网通双卡大屏手机 幻夜黑 6GB+128GB(全网通),33074049519,1.0kg,64GB,支持MicroSD(TF),2000万像素,1600万像素,其他,3750mAh（典型值）,5V/2A,黑色",9,100,nan
34679567297,华为（HUAWEI）荣耀8X 全面屏手机 魅焰红 全网通6+128G,1549,"华为（HUAWEI）荣耀8X 全面屏手机 魅焰红 全网通6+128G,34679567297,200.00g,128GB,支持MicroSD(TF),2000万像素,1600万像素,刘海屏，超高屏占比(>90%)的未开孔屏幕,3750,5V/2A,其他",40,100,nan
56595666738,华为 畅享10plus 全网通手机 老年人.学生智能手机 幻夜黑（6GB+128GB）,1598,"华为（HUAWEI）畅享10 Plus,56595666738,410.00g,6GB,128GB,支持MicroSD(TF),4800万像素,1600万像素,其他,4000,5V/2A,黑色",40,100,nan
54598020017,华为新品 HUAWEI nova 4 极点全面屏手机 2000万超广角三摄 华为NOVA4手机 蜜语红 6GB+128GB 2000万,1598,"华为新品 HUAWEI nova 4 极点全面屏手机 2000万超广角三摄 华为NOVA4手机 蜜语红 6GB+128GB 2000万,54598020017,440.00g,6GB,512GB,其它存储卡,其他,其他,其他,3750mAh(典型值),其他,红色,其他",100,100,"无比顺畅,"
58162131166,华为（HUAWEI）nova4 全网通版移动联通电信4G 极点全面屏智能手机 亮黑色 （6+128G）2000万像素超广角三摄,1598,"华为（HUAWEI）nova 4,58162131166,435.00g,6GB,128GB,不支持存储卡,4800万像素,2500万像素,后置三摄,魅眼屏,3750mAh（典型值）,9V/2A,黑色,人脸识别，超高屏占比,≥90%",30,100,nan
31502459004,华为（HUAWEI） 华为nova3 手机 相思红色 全网通(6G+128G),1598,"华为（HUAWEI） 华为nova3 手机 相思红色 全网通(6G+128G),31502459004,200.00g,6GB,128GB,支持MicroSD(TF),2400万像素,2400万像素,刘海屏,3750mAh（典型值）,9V/2A,红色,其他",6600,98,"颜色绚丽,无比顺畅,"
31816561711,华为（HUAWEI） 荣耀9 全网通4G手机 移动联通电信4G 双卡双待 NFC闪付 指纹识别 幻夜黑 6+128G,1598,"华为（HUAWEI） 荣耀9 全网通4G手机 移动联通电信4G 双卡双待 NFC闪付 指纹识别手机 幻夜黑 6+128G,31816561711,435.00g,6GB,64GB,支持MicroSD(TF),1200万像素,800万像素,其他,3200,9V/2A,黑色,VOLTE 4G通话",100,98,nan
54503044640,华为（HUAWEI） Mate9 手机 智能双摄通4G手机 支持 NFC 双卡双待 摩卡金 全网通(4G+64GB),1598,"华为（HUAWEI） Mate9 手机 智能双摄通4G手机 支持 NFC 双卡双待 摩卡金 全网通(4G+64GB),54503044640,1.0kg,4GB,128GB,支持MicroSD(TF),2000万像素,800万像素,后置双摄,屏下摄像头,4000,9V/2A,金色,≥92%,其他",30,100,nan
1.00E+11,华为 HUAWEI nova 5z 麒麟810芯片 4800万AI四摄 3200万人像超级夜景 6GB+128GB 幻夜黑 全网通双卡双待,1599,"华为nova 5z,100005769525,410.00g,中国大陆,麒麟810,6GB,128GB,NM存储卡,后置四摄,4800万像素,3200万像素,6.26英寸,其它分辨率,极点屏,4000,10V/2A,幻夜黑,Android(安卓)",210000,97,"反应超快,清晰度高,待机给力,色彩饱满,功能齐全,做工精湛,使用简便,内存充足,音质上乘,拍摄功能强,"
62163118324,华为 Nova 5z全网通手机【联系客服1399起】 苏音蓝 6G+128G全网通,1599,"华为 Nova 5z全网通手机【联系客服1399起】 苏音蓝 6G+128G全网通,62163118324,500.00g,麒麟810,6GB,64GB,不支持存储卡,其他,其他,3200万像素,其他英寸,其它分辨率,其它屏幕比例,极点屏，其他,4000,10V/2A；其他,蓝色,Android(安卓)",900,97,"完美运行,清晰度高,拍照一流,充电快速,性能一流,"
47784762875,华为 麦芒8 手机 幻夜黑 全网通(6G+128G),1599,"华为 麦芒8 手机 幻夜黑 全网通(6G+128G),47784762875,200.00g,其它存储,其它存储卡,其他,其他,其他,3400（典型值）,5V/2A,黑色",600,96,"颜色绚丽,功能强大,拍照一流,拍摄功能强,下载迅速,内存充足,"
58579120923,华为 荣耀10 GT全面屏AI摄影手机 全网通 双卡双待 幻影蓝 6GB+64GB,1599,"华为（HUAWEI）荣耀10,58579120923,415.00g,6GB,其它存储,其它存储卡,2400万像素,2400万像素,其他,3400mAh（典型值）,5V/4.5A,紫色,人脸识别，快速充电,其他",100,86,nan
63246630119,【正品新机】华为HUAWEI nova5z 全网通4G 4800万AI四摄 幻夜黑 6G RAM+128G ROM,1599,"【正品新机】华为HUAWEI nova5z 全网通4G 4800万AI四摄 幻夜黑 6G RAM+128G ROM,63246630119,0.7kg,其他,6GB,64GB,NM存储卡,后置四摄,4800万像素,3200万像素,6.26英寸,其它分辨率,其它屏幕比例,其他,4000,10V/2A,黑色,Android(安卓)",300,98,"毫无卡顿,拍照一流,声音清晰,"
63369751052,华为（HUAWEI） nova2s 全面屏NFC手机 曜石黑 全网通（6G+128G）,1599,"华为（HUAWEI）华为nova2s,63369751052,400.00g,其他,其它内存,128GB,其它存储卡,其他,1200万像素,1200万像素,其他英寸,其它分辨率,其它屏幕比例,其他,3340mAh(典型值）,其他,其他,Android(安卓)",500,95,nan
55987165607,【商品预售】华为（HUAWEI）荣耀20s手机 蝶羽蓝 全网通(6GB+128GB),1599,"【商品预售】华为（HUAWEI）荣耀20s手机 蝶羽蓝 全网通(6GB+128GB),55987165607,500.00g,6GB,256GB,不支持存储卡,4800万像素,3200万像素,极点屏,3750mAh,10V/2A,蓝色",200,95,"清晰度高,颜色绚丽,充电快速,拍照一流,"
65033573883,荣耀20s手机 碟羽黑 全网通6G+128G,1599,"华为（HUAWEI）20S,65033573883,500.00g,其他,其它内存,其它存储,不支持存储卡,其他,4800万像素,3200万像素,其他英寸,其它分辨率,其它屏幕比例,其他,3750mAh（典型值）,其他,黑色,Android(安卓)",0,100,nan
50107665138,华为麦芒8手机【7天价保送5重好礼】 宝石蓝 全网通6G+128G,1599,"华为麦芒8手机【7天价保送5重好礼】 宝石蓝 全网通6G+128G,50107665138,500.00g,128GB,其它存储卡,2400万像素,800万像素,其他,3400（典型值）,5V/2A,蓝色",20,100,"完美运行,毫无卡顿,"
43919151155,华为（HUAWEI）华为麦芒8 手机 全网通6+128G 魅海蓝,1599,"华为（HUAWEI）麦芒8,43919151155,500.00g,6GB,128GB,其它存储卡,2400万像素,800万像素,其他,3400（典型值）,5V/2A,黑色",90,100,nan
55992343796,华为麦芒8 手机【下单立减/到手价1339元起/享10重保障】 宝石蓝 6GB+128GB,1599,"华为麦芒8 手机【下单立减/到手价1339元起/享10重保障】 宝石蓝 6GB+128GB,55992343796,400.00g,6GB,128GB,支持MicroSD(TF),2400万像素,800万像素,其他,3400（典型值）,5V/2A,蓝色",500,99,nan
54726296252,华为（HUAWEI） 荣耀note10 手机 全网通移动联通电信4G 大屏手机 液冷散热 幻夜黑 全网通 6+128GB,1599,"华为（HUAWEI） 荣耀note10 手机 全网通移动联通电信4G 大屏手机 液冷散热 幻夜黑 全网通 6+128GB,54726296252,1.0kg,其它内存,8GB,不支持存储卡,其他,其他,其他,4900mAh（额定值）,5V/4.5A,混合色,VOLTE 4G通话",20,100,"完美运行,"
62280844376,华为nova5z手机【立减100+原装豪礼】 幻夜黑 全网通6G+64G,1599,"华为（HUAWEI）nova5z,62280844376,500.00g,麒麟810,6GB,64GB,NM存储卡,后置三摄,4800万像素,3200万像素,6.26英寸,其它分辨率,其他,4000,10V/2A,黑色,Android(安卓)",0,100,nan
42582642888,华为（HUAWEI） 荣耀8X 手机全面屏 魅海蓝 全网通(6G+128G),1599,"华为（HUAWEI）荣耀8X,42582642888,0.6kg,128GB,其它存储卡,2000万像素,1600万像素,其他,3750mAh（典型值）,5V/2A,其他",80,100,nan
32850461707,华为（HUAWEI） 荣耀9i 全面屏手机 魅海蓝 全网通(4G+64G),1599,"华为（HUAWEI）荣耀9i,32850461707,200.00g,中国大陆,64GB,其它存储卡,1300万像素,1600万像素,其他,3000,其他,蓝色,人脸识别,其他",100,100,nan
54672976395,华为（HUAWEI）麦芒8 手机 6+128G全网通 幻夜黑,1599,"华为（HUAWEI）麦芒8 手机 6+128G全网通 幻夜黑,54672976395,300.00g,其他,6GB,128GB,支持MicroSD(TF),后置三摄,2400万像素,800万像素,6.21英寸,高清HD+,其它屏幕比例,其他,3400,5V/2A,黑色,VOLTE 4G通话,Android(安卓)",20,100,"毫无卡顿,设计一流,功能齐全,手感一流,清晰度高,通话清晰,拍照功能强,清晰无杂音,容量充足,做工精湛,"
28168878375,华为（HUAWEI） 麦芒8 手机 全网通128G内存 幻夜黑,1599,"华为（HUAWEI）麦芒8,28168878375,320.00g,中国大陆,128GB,其它存储卡,2400万像素,800万像素,其他,3400（典型值）,5V/2A,其他,人脸识别",30,100,"通话清晰,"
56223019728,华为（HUAWEI） 畅享9 Plus手机 极光紫 全网通(4G+128G),1599,"华为（HUAWEI）畅享9 Plus,56223019728,300.00g,4GB,128GB,支持MicroSD(TF),1300万像素,1600万像素,其他,4000,5V/2A,紫色",60,100,nan
59878811896,荣耀20青春 保价10天加碎屏险 华为手机 幻夜黑 8+128G 全网通+碎屏险,1648,"荣耀20青春 保价10天加碎屏险 华为手机 幻夜黑 8+128G 全网通+碎屏险,59878811896,1.0kg,其它内存,其它存储,其它存储卡,其他,其他,其他,以官网信息为准,其他,其他",800,98,"完美运行,清晰度高,待机给力,色彩饱满,内存充足,功能强大,时尚潮流,拍摄功能强,声音清晰,散热性佳,"
52407211617,华为（HUAWEI） 荣耀V10 双卡全面屏手机 幻夜黑 全网通4G(6GB+64GB),1658,"华为（HUAWEI）荣耀v10,52407211617,0.6kg,6GB,64GB,支持MicroSD(TF),2000万像素,1300万像素,其他,3750mAh（典型值）3650mAh（额定值）,5V/4.5A,黑色,快速充电",200,96,nan
59575956289,华为（HUAWEI） 荣耀V10 全面屏游戏手机 双卡双待 移动联通电信4G刷卡NFC安卓智能 沙滩金 全网通 6+64GB,1659,"华为（HUAWEI）荣耀V10,59575956289,500.00g,其它内存,32GB,支持MicroSD(TF),2000万像素,1300万像素,其他,3750,9V/2A,混合色,其他",90,96,nan
59788697903,华为nova5i 手机 苏音蓝 全网通（8GB+128GB）,1668,"华为nova5i 手机 苏音蓝 全网通（8GB+128GB）,59788697903,450.00g,其它内存,128GB,其它存储卡,2400万像素,2400万像素,其他,4000mAh（典型值）,5V/2A,其他",800,98,"完美运行,待机给力,"
51080366831,华为nova5i 手机 幻夜黑 移动全网通 （8GB+128GB）【默认发全网版】,1668,"华为nova5i 手机 幻夜黑 移动全网通 （8GB+128GB）【默认发全网版】,51080366831,100.00g,128GB,支持MicroSD(TF),2400万像素,2400万像素,刘海屏,4000mAh,5V/2A,黑色",200,100,nan
28190075213,华为（HUAWEI） Mate10 移动4G 智能手机 双卡双待 亮黑色 移动4G（4G+64G）,1688,"华为（HUAWEI） Mate10 移动4G 智能手机 双卡双待 亮黑色 移动4G（4G+64G）,28190075213,0.58kg,4GB,64GB,其它存储卡,其他,其他,其他,4000,5V/4.5A,黑色,快速充电,其他",500,99,"清晰度高,色彩饱满,功能超多,"
28149648033,【默认发全网通】华为畅享10Plus 移动全网通4G 全面屏智能手机 幻夜黑 8GB+128GB,1688,"华为（HUAWEI）畅享10plus,28149648033,300.00g,其他,8GB,128GB,支持MicroSD(TF),后置三摄,4800万像素,1600万像素,6.59英寸,其它分辨率,其它屏幕比例,弹出式摄像头,4000mAh（典型值）,5V/2A,黑色,快速充电,Android(安卓)",100,97,nan
40379810658,华为（HUAWEI） Mate 10 手机 全面屏 莱卡双摄 双卡双待 移动联通电信4G 香槟金 全网通（4GB+64GB）,1689,"华为（HUAWEI） Mate 10 手机 全面屏 莱卡双摄 双卡双待 移动联通电信4G 香槟金 全网通（4GB+64GB）,40379810658,1.0kg,麒麟970,其它内存,128GB,支持MicroSD(TF),后置双摄,1200万像素,800万像素,5.9英寸,其它分辨率,16:9,其他,4000（典型值),5V/4.5A,极光色,Android(安卓),VOLTE 4G通话",100,94,nan
55781974769,华为畅享10plus 手机 天空之境 6GB+128GB全网通（白条分期免息0首付）,1699,"华为畅享10plus 手机 天空之境 6GB+128GB全网通（白条分期免息0首付）,55781974769,500.00g,中国大陆,6GB,其它存储,支持MicroSD(TF),4800万像素,1600万像素,后置三摄,弹出式摄像头,4000,5V/2A,渐变色,弹出式摄像头,VOLTE 4G通话，移动4G+,游戏深度优化，游戏勿扰模式，游戏性能模式",5100,97,"反应超快,漂亮大方,音质上乘,清晰度高,颜色绚丽,手感一流,内存充足,待机给力,拍照一流,解锁迅速,"
61814928761,华为 Nova 5z 新品手机【大量现货/移动电源大礼包】 幻夜黑 6+128G全网通,1699,"华为 Nova 5z 新品手机【大量现货/移动电源大礼包】 幻夜黑 6+128G全网通,61814928761,300.00g,麒麟810,6GB,64GB,NM存储卡,后置四摄,4800万像素,3200万像素,6.26英寸,其它分辨率,极点屏,4000,10V/2A,绿色,Android(安卓)",2100,98,"完美运行,清晰度高,待机给力,舒适性强,声音洪亮,照片清晰,功能强大,容量十足,"
55739445576,华为畅享10Plus 全网通 手机 超高清全视屏前置悬浮式镜头4800万超广角AI三摄 幻夜黑 6GB+128GB,1699,"华为（HUAWEI）畅享10Plus,55739445576,500.00g,6GB,128GB,支持MicroSD(TF),4800万像素,1600万像素,弹出式摄像头,4000,5V/2A,其他",400,98,"完美运行,清晰度高,手感一流,待机给力,"
57588528903,华为nova 5z手机全网通 幻夜黑(6G+128G),1699,"华为（HUAWEI）华为nova 5z,57588528903,0.7kg,麒麟810,6GB,其它存储,NM存储卡,后置四摄,4800万像素,3200万像素,6.26英寸,其它分辨率,极点屏,4000,10V/2A,黑色,Android(安卓)",900,98,nan
56226993943,【立减100】华为畅享10 plus手机 全网通4G 天空之境 6G+128G（详情页领劵减100）,1699,"【立减100】华为畅享10 plus手机 全网通4G 天空之境 6G+128G（详情页领劵减100）,56226993943,200.00g,其它内存,其它存储,支持MicroSD(TF),4800万像素,1600万像素,其他,4000,5V/2A,混合色",2300,99,"完美运行,清晰度高,功能强大,续航出色,颜色绚丽,拍照一流,设计人性化,使用简便,音质上乘,内存充足,"
55633796868,华为畅享10 Plus 手机【30天价保+白条分期免息+1年碎屏险】 天空之境 全网通 6G+128G,1699,"华为（HUAWEI）华为畅享10Plus,55633796868,380.00g,其他,6GB,128GB,支持MicroSD(TF),后置三摄,4800万像素,1600万像素,后置三摄,6.59英寸,全高清FHD+,弹出式摄像头，超高屏占比(>90%)的未开孔屏幕,4000,5V/2A,蓝色,超高屏占比，弹出式摄像头,≥90%,Android(安卓),移动4G+",700,95,"清晰度高,完美运行,续航出色,颜色绚丽,漂亮大方,拍摄功能强,功能齐全,配置高端,操作性强,音质上乘,"
59171347277,华为手机荣耀20青春版【3期免息/10重礼】指纹解锁20W充电4800万像素双卡双待拍照游戏 冰岛幻境 全网通6GB+128GB,1699,"华为手机荣耀20青春版【3期免息/10重礼】指纹解锁20W充电4800万像素双卡双待拍照游戏 冰岛幻境 全网通6GB+128GB,59171347277,10.00g,其他,6GB,其它存储,NM存储卡,后置三摄,4800万像素,1600万像素,6.3英寸,全高清FHD+,其它屏幕比例,其他,4000mAh（典型值）,10V/2A,渐变色,Android(安卓)",500,97,"完美运行,漂亮大方,"
53960289111,华为（HUAWEI）nova4 手机 6.4英寸 极点全面屏 全网通 移动联通电信 亮黑色 2000万超广角三摄 6GB+128GB,1699,"华为（HUAWEI）nova4 手机 6.4英寸 极点全面屏 全网通 移动联通电信 亮黑色 2000万超广角三摄 6GB+128GB,53960289111,1.0kg,6GB,其它存储,其它存储卡,2000万像素,2500万像素,景深,其他,3750mAh（典型值）,9V/2A,黑色,其他",30,100,"流畅至极,"
56235277653,华为畅享10plus手机 天空之境 全网通(6GB 128GB),1699,"华为畅享10plus手机 天空之境 全网通(6GB 128GB),56235277653,200.00g,6GB,128GB,支持MicroSD(TF),4800万像素,1600万像素,其他,4000,5V/2A,蓝色",200,95,nan
26565002234,华为（HUAWEI） Mate9 电信移动联通全网通4G 智能手机5.9寸大屏双卡双待NFC刷卡 陶瓷白 全网通4G(6GB运存+128GB内存),1699,"华为（HUAWEI） 华为Mate9,26565002234,1.0kg,64GB,其它存储卡,2000万像素,800万像素,其他,4000,其他,白色,其他",100,95,nan
41672486524,华为（HUAWEI） 荣耀8X Max 手机 移动联通电信4G全面屏 7.12英寸90%屏占比珍珠屏 幻夜黑 6GB+128GB,1699,"华为（HUAWEI） 荣耀8X Max 手机 移动联通电信4G全面屏 7.12英寸90%屏占比珍珠屏 幻夜黑 6GB+128GB,41672486524,1.0kg,其他,6GB,128GB,支持MicroSD(TF),后置双摄,1600万像素,800万像素,其他英寸,高清HD+,其它屏幕比例,其他,5000mAh（典型值） 4900mAh（最小值）,9V/2A,黑色,人脸识别，超高屏占比,≥90%,Android(安卓),18-19W",20,100,nan
43087688481,华为nova4 手机 亮黑色 2000万超广角三摄（6G+128G）,1699,"华为nova4 手机 亮黑色 2000万超广角三摄（6G+128G）,43087688481,300.00g,8GB,不支持存储卡,2000万像素,2500万像素,其他,3750mAh（典型值）,9V/2A,黑色,人脸识别，快速充电,其他",2500,97,"完美运行,声音清晰,音质上乘,"
60482264849,华为荣耀20青春版4G手机 屏幕指纹 4000mAh大电池 20W快充 蓝水翡翠(6G+128G),1699,"华为荣耀20青春版4G手机 屏幕指纹 4000mAh大电池 20W快充 蓝水翡翠(6G+128G),60482264849,200.00g,其他,其它内存,128GB,支持MicroSD(TF),后置三摄,4800万像素,1600万像素,6.3英寸,全高清FHD+,其它屏幕比例,其他,4000mAh（典型值） 3900mAh（最小值）,10V/2A,混合色,Android(安卓)",200,100,"流畅至极,容量充足,"
57655459960,【年终钜惠】华为畅享10 Plus 超高清全视屏手机 翡冷翠 全网通增强版6G+128G,1699,"【年终钜惠】华为畅享10 Plus 超高清全视屏手机 翡冷翠 全网通增强版6G+128G,57655459960,190.00g,6GB,128GB,其它存储卡,4800万像素,200万像素,其他,4000,5V/2A,绿色",30,87,nan
41672486524,华为（HUAWEI） 荣耀8X Max 手机 移动联通电信4G全面屏 7.12英寸90%屏占比珍珠屏 幻夜黑 6GB+128GB,1699,"华为（HUAWEI） 荣耀8X Max 手机 移动联通电信4G全面屏 7.12英寸90%屏占比珍珠屏 幻夜黑 6GB+128GB,41672486524,1.0kg,其他,6GB,128GB,支持MicroSD(TF),后置双摄,1600万像素,800万像素,其他英寸,高清HD+,其它屏幕比例,其他,5000mAh（典型值） 4900mAh（最小值）,9V/2A,黑色,人脸识别，超高屏占比,≥90%,Android(安卓),18-19W",20,100,nan
56259825522,【商品预售】华为畅享10Plus /10 plus 手机（白条分期免息）赠碎屏保险一年 天空之境 全网通4G(6GB+128GB)【赠一年碎屏险】,1699,"【商品预售】华为畅享10Plus /10 plus 手机（白条分期免息）赠碎屏保险一年 天空之境 全网通4G(6GB+128GB)【赠一年碎屏险】,56259825522,500.00g,6GB,其它存储,其它存储卡,其他,其他,其他,4000mAh,5V/2A,蓝色",4600,98,"毫无卡顿,待机给力,清晰度高,颜色绚丽,功能齐全,拍照一流,自拍神器,新颖别致,"
49265994995,华为HUAWEI nova4 【京东白条分期0首付6期免息】极点全面屏 超广角三摄 全网通4G 亮黑色 白条分期6G+128GB 2000万,1699,"华为HUAWEI nova4 【京东白条分期0首付6期免息】极点全面屏 超广角三摄 全网通4G手机 亮黑色 白条分期6G+128GB 2000万,49265994995,450.00g,8GB,128GB,不支持存储卡,2000万像素,2500万像素,其他,3750mAh(典型值),其他,其他,其他",9,100,nan
63118690795,华为nova 5z 手机 幻夜黑 全网通（6+128G）,1699,"华为nova 5z 手机 幻夜黑 全网通（6+128G）,63118690795,200.00g,麒麟810,6GB,64GB,NM存储卡,后置四摄,4800万像素,3200万像素,6.26英寸,全高清FHD+,其他,4000,其他,黑色,Android(安卓)",100,95,nan
60427037406,华为HONOR/荣耀9X麒麟810芯片4800万双摄新品升降式全面屏智能手机方旗舰店官网PRO正品现 黑色 6+128GB,1699,"华为HONOR/荣耀9X麒麟810芯片4800万双摄新品升降式全面屏智能手机方旗舰店官网PRO正品现 黑色 6+128GB,60427037406,1.0kg,6GB,128GB,其它存储卡,1600万像素,其他,4000mAh,5V/2A,黑色",0,100,nan
62241682602,华为nova5z手机 苏音蓝 全网通(6GB 128GB),1699,"华为nova5z手机 苏音蓝 全网通(6GB 128GB),62241682602,200.00g,其他,6GB,64GB,NM存储卡,后置四摄,4800万像素,3200万像素,其他英寸,全高清FHD+,其它屏幕比例,其他,4000,10V/2A,蓝色,Android(安卓)",20,100,nan
56168635893,【6期免息 礼盒套装】Huawei/华为 畅享10 plus 手机10plus全网通10P 天空之境 6GB+128GB,1699,"华为（HUAWEI）华为畅享10 plus,56168635893,400.00g,6GB,128GB,支持MicroSD(TF),4800万像素,800万像素,其他,4000,其他,极光色",60,100,nan
50279515953,华为（HUAWEI） 荣耀8X 全网通手机 魅海蓝 6GB+128GB 全网通（联系客服优惠100元）,1699,"华为（HUAWEI） 荣耀8X 全网通手机 魅海蓝 6GB+128GB 全网通（联系客服优惠100元）,50279515953,500.00g,其他,128GB,支持MicroSD(TF),后置双摄,2400万像素,1600万像素,6.5英寸,全高清FHD+,刘海屏,3750mAh（典型值）,5V/2A,其他,Android(安卓),小于12 W,VOLTE 4G通话",5,100,nan
62018422526,华为nova5Z 手机 苏音蓝 全网通(6+128GB),1699,"华为nova5Z 手机 苏音蓝 全网通(6+128GB),62018422526,290.00g,麒麟810,6GB,64GB,NM存储卡,其他,4800万像素,3200万像素,6.26英寸,其它分辨率,其它屏幕比例,其他,4000,10V/2A,蓝色,Android(安卓)",200,94,nan
53833376441,华为（HUAWEI） 荣耀note10 全面屏手机全网通 双卡双待 游戏手机 幻夜黑 全网通6G+128G,1699,"华为（HUAWEI） 荣耀note10 全面屏手机全网通 双卡双待 游戏手机 幻夜黑 全网通6G+128G,53833376441,1.0kg,6GB,128GB,不支持存储卡,其他,其他,其他,4900mAh（额定值）,5V/4.5A,黑色,VOLTE 4G通话",3,100,nan
43290528658,华为（HUAWEI） 荣耀10青春版 手机 幻夜黑 6GB+128GB（下单送好礼）,1699,"华为（HUAWEI） 荣耀10青春版 手机 幻夜黑 6GB+128GB（下单送好礼）,43290528658,400.00g,其他,6GB,64GB,其它存储卡,后置双摄,1300万像素,2400万像素,其他英寸,高清HD+,其它屏幕比例,其他,3400,其他,渐变色,人脸识别,Android(安卓)",100,96,"清晰度高,"
57293110262,华为 HUAWEI 畅享10 Plus 手机 幻夜黑 全网通 (6GB RAM+128GB ROM),1699,"华为 HUAWEI 畅享10 Plus 手机 幻夜黑 全网通 (6GB RAM+128GB ROM),57293110262,500.00g,6GB,128GB,支持MicroSD(TF),4800万像素,1600万像素,其他,4000,5V/2A,黑色",6,100,nan
57042289722,华为畅享10 Plus 手机 幻夜黑 全网通（6GB+128GB）分期免息0首付,1699,"华为畅享10 Plus 手机 幻夜黑 全网通（6GB+128GB）分期免息0首付,57042289722,415.00g,4GB,128GB,支持MicroSD(TF),4800万像素,1600万像素,其他,4000,5V/2A,其他,极简桌面模式",20,100,"反应超快,"
59820669528,华为 荣耀20青春 手机x【尊享10重豪礼】 蓝水翡翠 全网通6+128GB,1699,"华为（HUAWEI）荣耀20青春版,59820669528,500.00g,6GB,其它存储,NM存储卡,4800万像素,1600万像素,水滴屏,4000mAh（典型值）,10V/2A；其他,绿色",70,100,"完美运行,颜色绚丽,识别率强,做工精湛,"
56224889853,华为畅享10plus 手机【碎屏险】 幻夜黑 全网通(6GB+128GB),1699,"华为畅享10plus 手机【碎屏险】 幻夜黑 全网通(6GB+128GB),56224889853,500.00g,其它内存,其它存储,支持MicroSD(TF),4800万像素,1600万像素,其他,4000(参考值),5V/2A,混合色",200,99,"流畅至极,声音洪亮,拍照一流,"
